Soort,Familie,Haven,Hoeveelheid in kg,Hoeveelheid in EU,year,month
Inktvis,Schaal- en Weekdieren,Oostende,7364.0,16944.0,2014,08
Wulk,Schaal- en Weekdieren,Oostende,2044.0,2772.0,2014,08
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2014,08
Schelvis,Bodemvis,Zeebrugge,5481.0,12636.0,2014,08
Kabeljauw,Bodemvis,Zeebrugge,78885.0,230626.0,2014,08
Koolvis,Bodemvis,Zeebrugge,224.0,418.0,2014,08
Wijting,Bodemvis,Zeebrugge,1232.0,2946.0,2014,08
Pollak,Bodemvis,Zeebrugge,1060.0,4912.0,2014,08
Leng,Bodemvis,Zeebrugge,1720.0,5564.0,2014,08
Heek,Bodemvis,Zeebrugge,10867.0,20412.0,2014,08
Steenbolk,Bodemvis,Zeebrugge,927.0,1252.0,2014,08
Schol,Bodemvis,Zeebrugge,507991.0,666066.0,2014,08
Bot,Bodemvis,Zeebrugge,6665.0,3884.0,2014,08
Schar,Bodemvis,Zeebrugge,15890.0,10778.0,2014,08
Tong,Bodemvis,Zeebrugge,100142.0,1202560.0,2014,08
Tarbot,Bodemvis,Zeebrugge,13801.0,171122.0,2014,08
Griet,Bodemvis,Zeebrugge,9780.0,94536.0,2014,08
Tongschar,Bodemvis,Zeebrugge,53574.0,232178.0,2014,08
Schartong,Bodemvis,Zeebrugge,14513.0,32340.0,2014,08
Heilbot,Bodemvis,Zeebrugge,6.0,78.0,2014,08
Hondstong,Bodemvis,Zeebrugge,1792.0,4072.0,2014,08
Rog,Bodemvis,Zeebrugge,122452.0,196362.0,2014,08
Rode poon,Bodemvis,Zeebrugge,5973.0,11988.0,2014,08
Grauwe poon,Bodemvis,Zeebrugge,4994.0,1338.0,2014,08
Engelse poon,Bodemvis,Zeebrugge,713.0,572.0,2014,08
Zeewolf,Bodemvis,Zeebrugge,3411.0,14596.0,2014,08
Zeeduivel,Bodemvis,Zeebrugge,20292.0,241746.0,2014,08
Kongeraal,Bodemvis,Zeebrugge,766.0,1090.0,2014,08
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2014,08
Mul,Bodemvis,Zeebrugge,223.0,1954.0,2014,08
Zeebaars,Bodemvis,Zeebrugge,196.0,3400.0,2014,08
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2014,08
Hondshaai,Bodemvis,Zeebrugge,14706.0,12650.0,2014,08
Zandhaai,Bodemvis,Zeebrugge,222.0,94.0,2014,08
Andere soorten,Bodemvis,Zeebrugge,127.0,184.0,2014,08
Horsmakereel,Pelagische Vis,Zeebrugge,18.0,20.0,2014,08
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2014,08
Makreel,Pelagische Vis,Zeebrugge,7.0,14.0,2014,08
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2014,08
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2014,08
Garnaal,Schaal- en Weekdieren,Zeebrugge,7251.0,43444.0,2014,08
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,5900.0,38054.0,2014,08
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,1654.0,13390.0,2014,08
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,11173.0,9922.0,2014,08
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,54.0,436.0,2014,08
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,69.0,66.0,2014,08
Schelpen,Schaal- en Weekdieren,Zeebrugge,2470.0,5148.0,2014,08
Inktvis,Schaal- en Weekdieren,Zeebrugge,9267.0,18496.0,2014,08
Wulk,Schaal- en Weekdieren,Zeebrugge,899.0,1800.0,2014,08
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2014,08
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Kabeljauw,Bodemvis,Nieuwpoort,34.0,92.0,2014,08
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Wijting,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Schol,Bodemvis,Nieuwpoort,648.0,820.0,2014,08
Bot,Bodemvis,Nieuwpoort,943.0,456.0,2014,08
Schar,Bodemvis,Nieuwpoort,34.0,32.0,2014,08
Tong,Bodemvis,Nieuwpoort,2308.0,27744.0,2014,08
Tarbot,Bodemvis,Nieuwpoort,40.0,352.0,2014,08
Griet,Bodemvis,Nieuwpoort,4.0,32.0,2014,08
Tongschar,Bodemvis,Nieuwpoort,32.0,126.0,2014,08
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Rog,Bodemvis,Nieuwpoort,12.0,14.0,2014,08
Rode poon,Bodemvis,Nieuwpoort,16.0,42.0,2014,08
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Zeebaars,Bodemvis,Nieuwpoort,24.0,298.0,2014,08
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Hondshaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,08
Zandhaai,Bodemvis,Nieuwpoort,353.0,128.0,2014,08
Andere soorten,Bodemvis,Nieuwpoort,37.0,34.0,2014,08
Horsmakereel,Pelagische Vis,Nieuwpoort,2.0,0.0,2014,08
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,08
Makreel,Pelagische Vis,Nieuwpoort,30.0,90.0,2014,08
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,08
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,08
Garnaal,Schaal- en Weekdieren,Nieuwpoort,15790.0,62674.0,2014,08
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Inktvis,Schaal- en Weekdieren,Nieuwpoort,1.0,2.0,2014,08
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,08
Schelvis,Bodemvis,Oostende,2356.0,5034.0,2014,09
Kabeljauw,Bodemvis,Oostende,57125.0,141626.0,2014,09
Koolvis,Bodemvis,Oostende,149.0,194.0,2014,09
Wijting,Bodemvis,Oostende,3627.0,7620.0,2014,09
Pollak,Bodemvis,Oostende,1275.0,3972.0,2014,09
Leng,Bodemvis,Oostende,906.0,2250.0,2014,09
Heek,Bodemvis,Oostende,2491.0,4806.0,2014,09
Steenbolk,Bodemvis,Oostende,2555.0,1828.0,2014,09
Schol,Bodemvis,Oostende,333843.0,389464.0,2014,09
Bot,Bodemvis,Oostende,20355.0,15386.0,2014,09
Schar,Bodemvis,Oostende,13387.0,9378.0,2014,09
Tong,Bodemvis,Oostende,61364.0,620990.0,2014,09
Tarbot,Bodemvis,Oostende,16603.0,156384.0,2014,09
Griet,Bodemvis,Oostende,9605.0,70066.0,2014,09
Tongschar,Bodemvis,Oostende,31473.0,120366.0,2014,09
Schartong,Bodemvis,Oostende,4838.0,6950.0,2014,09
Heilbot,Bodemvis,Oostende,3.0,38.0,2014,09
Hondstong,Bodemvis,Oostende,571.0,1024.0,2014,09
Rog,Bodemvis,Oostende,30236.0,56684.0,2014,09
Rode poon,Bodemvis,Oostende,10044.0,14600.0,2014,09
Grauwe poon,Bodemvis,Oostende,126.0,36.0,2014,09
Engelse poon,Bodemvis,Oostende,2696.0,2994.0,2014,09
Zeewolf,Bodemvis,Oostende,3799.0,11296.0,2014,09
Zeeduivel,Bodemvis,Oostende,7557.0,82062.0,2014,09
Kongeraal,Bodemvis,Oostende,537.0,784.0,2014,09
Roodbaars,Bodemvis,Oostende,0.0,0.0,2014,09
Mul,Bodemvis,Oostende,12577.0,56498.0,2014,09
Zeebaars,Bodemvis,Oostende,715.0,9288.0,2014,09
Doornhaai,Bodemvis,Oostende,0.0,0.0,2014,09
Hondshaai,Bodemvis,Oostende,13441.0,7622.0,2014,09
Zandhaai,Bodemvis,Oostende,1759.0,1658.0,2014,09
Andere soorten,Bodemvis,Oostende,683.0,1262.0,2014,09
Horsmakereel,Pelagische Vis,Oostende,0.0,0.0,2014,09
Haring,Pelagische Vis,Oostende,0.0,0.0,2014,09
Makreel,Pelagische Vis,Oostende,24.0,62.0,2014,09
Sprot,Pelagische Vis,Oostende,0.0,0.0,2014,09
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2014,09
Garnaal,Schaal- en Weekdieren,Oostende,106257.0,345824.0,2014,09
Langoestine geheel,Schaal- en Weekdieren,Oostende,22363.0,150950.0,2014,09
Langoestine staartje,Schaal- en Weekdieren,Oostende,3145.0,21594.0,2014,09
Noordzeekrab,Schaal- en Weekdieren,Oostende,3169.0,5656.0,2014,09
Zeekreeft,Schaal- en Weekdieren,Oostende,188.0,1368.0,2014,09
Andere schaaldieren,Schaal- en Weekdieren,Oostende,70.0,26.0,2014,09
Schelpen,Schaal- en Weekdieren,Oostende,3808.0,11350.0,2014,09
Inktvis,Schaal- en Weekdieren,Oostende,17306.0,56970.0,2014,09
Wulk,Schaal- en Weekdieren,Oostende,1164.0,1568.0,2014,09
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2014,09
Schelvis,Bodemvis,Zeebrugge,10652.0,22906.0,2014,09
Kabeljauw,Bodemvis,Zeebrugge,170042.0,435352.0,2014,09
Koolvis,Bodemvis,Zeebrugge,687.0,1010.0,2014,09
Wijting,Bodemvis,Zeebrugge,3682.0,8048.0,2014,09
Pollak,Bodemvis,Zeebrugge,3808.0,12756.0,2014,09
Leng,Bodemvis,Zeebrugge,3720.0,8972.0,2014,09
Heek,Bodemvis,Zeebrugge,9133.0,16970.0,2014,09
Steenbolk,Bodemvis,Zeebrugge,2922.0,3220.0,2014,09
Schol,Bodemvis,Zeebrugge,785675.0,967836.0,2014,09
Bot,Bodemvis,Zeebrugge,1262.0,982.0,2014,09
Schar,Bodemvis,Zeebrugge,27409.0,20696.0,2014,09
Tong,Bodemvis,Zeebrugge,101582.0,1090944.0,2014,09
Tarbot,Bodemvis,Zeebrugge,21491.0,227454.0,2014,09
Griet,Bodemvis,Zeebrugge,14985.0,118180.0,2014,09
Tongschar,Bodemvis,Zeebrugge,129433.0,491486.0,2014,09
Schartong,Bodemvis,Zeebrugge,27778.0,74592.0,2014,09
Heilbot,Bodemvis,Zeebrugge,64.0,852.0,2014,09
Hondstong,Bodemvis,Zeebrugge,3495.0,6686.0,2014,09
Rog,Bodemvis,Zeebrugge,96097.0,177264.0,2014,09
Rode poon,Bodemvis,Zeebrugge,10972.0,13112.0,2014,09
Grauwe poon,Bodemvis,Zeebrugge,2544.0,630.0,2014,09
Engelse poon,Bodemvis,Zeebrugge,1915.0,2256.0,2014,09
Zeewolf,Bodemvis,Zeebrugge,12170.0,33850.0,2014,09
Zeeduivel,Bodemvis,Zeebrugge,26595.0,291474.0,2014,09
Kongeraal,Bodemvis,Zeebrugge,1295.0,1816.0,2014,09
Roodbaars,Bodemvis,Zeebrugge,2.0,2.0,2014,09
Mul,Bodemvis,Zeebrugge,3278.0,15576.0,2014,09
Zeebaars,Bodemvis,Zeebrugge,847.0,8734.0,2014,09
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2014,09
Hondshaai,Bodemvis,Zeebrugge,14842.0,9748.0,2014,09
Zandhaai,Bodemvis,Zeebrugge,202.0,108.0,2014,09
Andere soorten,Bodemvis,Zeebrugge,320.0,224.0,2014,09
Horsmakereel,Pelagische Vis,Zeebrugge,3.0,4.0,2014,09
Haring,Pelagische Vis,Zeebrugge,41.0,66.0,2014,09
Makreel,Pelagische Vis,Zeebrugge,14.0,26.0,2014,09
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2014,09
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2014,09
Garnaal,Schaal- en Weekdieren,Zeebrugge,5497.0,43976.0,2014,09
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,513.0,2762.0,2014,09
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,366.0,2780.0,2014,09
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,12205.0,11738.0,2014,09
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,77.0,650.0,2014,09
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,190.0,108.0,2014,09
Schelpen,Schaal- en Weekdieren,Zeebrugge,2515.0,7892.0,2014,09
Inktvis,Schaal- en Weekdieren,Zeebrugge,15065.0,47890.0,2014,09
Wulk,Schaal- en Weekdieren,Zeebrugge,2379.0,2002.0,2014,09
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2014,09
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Kabeljauw,Bodemvis,Nieuwpoort,134.0,294.0,2014,09
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Wijting,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Schol,Bodemvis,Nieuwpoort,656.0,882.0,2014,09
Bot,Bodemvis,Nieuwpoort,765.0,322.0,2014,09
Schar,Bodemvis,Nieuwpoort,152.0,134.0,2014,09
Tong,Bodemvis,Nieuwpoort,1182.0,13594.0,2014,09
Tarbot,Bodemvis,Nieuwpoort,20.0,260.0,2014,09
Griet,Bodemvis,Nieuwpoort,1.0,6.0,2014,09
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Zeebaars,Bodemvis,Nieuwpoort,28.0,290.0,2014,09
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,09
Hondshaai,Bodemvis,Nieuwpoort,5.0,2.0,2014,09
Zandhaai,Bodemvis,Nieuwpoort,25.0,8.0,2014,09
Andere soorten,Bodemvis,Nieuwpoort,45.0,72.0,2014,09
Horsmakereel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,09
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,09
Makreel,Pelagische Vis,Nieuwpoort,57.0,170.0,2014,09
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,09
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,09
Garnaal,Schaal- en Weekdieren,Nieuwpoort,27871.0,96652.0,2014,09
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Inktvis,Schaal- en Weekdieren,Nieuwpoort,114.0,336.0,2014,09
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,09
Schelvis,Bodemvis,Oostende,2025.0,3948.0,2014,10
Kabeljauw,Bodemvis,Oostende,24267.0,59070.0,2014,10
Koolvis,Bodemvis,Oostende,21.0,28.0,2014,10
Wijting,Bodemvis,Oostende,4308.0,9412.0,2014,10
Pollak,Bodemvis,Oostende,559.0,1716.0,2014,10
Leng,Bodemvis,Oostende,515.0,1206.0,2014,10
Heek,Bodemvis,Oostende,249.0,550.0,2014,10
Steenbolk,Bodemvis,Oostende,6181.0,4584.0,2014,10
Schol,Bodemvis,Oostende,219574.0,290858.0,2014,10
Bot,Bodemvis,Oostende,13636.0,10820.0,2014,10
Schar,Bodemvis,Oostende,7408.0,6002.0,2014,10
Tong,Bodemvis,Oostende,102527.0,1033526.0,2014,10
Tarbot,Bodemvis,Oostende,17547.0,169188.0,2014,10
Griet,Bodemvis,Oostende,10988.0,78382.0,2014,10
Tongschar,Bodemvis,Oostende,15274.0,63872.0,2014,10
Schartong,Bodemvis,Oostende,4553.0,15938.0,2014,10
Heilbot,Bodemvis,Oostende,0.0,0.0,2014,10
Hondstong,Bodemvis,Oostende,445.0,870.0,2014,10
Rog,Bodemvis,Oostende,29521.0,74104.0,2014,10
Rode poon,Bodemvis,Oostende,27726.0,32094.0,2014,10
Grauwe poon,Bodemvis,Oostende,236.0,126.0,2014,10
Engelse poon,Bodemvis,Oostende,2601.0,1418.0,2014,10
Zeewolf,Bodemvis,Oostende,1253.0,3386.0,2014,10
Zeeduivel,Bodemvis,Oostende,5000.0,55636.0,2014,10
Kongeraal,Bodemvis,Oostende,391.0,588.0,2014,10
Roodbaars,Bodemvis,Oostende,0.0,0.0,2014,10
Mul,Bodemvis,Oostende,8253.0,29792.0,2014,10
Zeebaars,Bodemvis,Oostende,417.0,4280.0,2014,10
Doornhaai,Bodemvis,Oostende,0.0,0.0,2014,10
Hondshaai,Bodemvis,Oostende,18707.0,11000.0,2014,10
Zandhaai,Bodemvis,Oostende,838.0,562.0,2014,10
Andere soorten,Bodemvis,Oostende,729.0,1318.0,2014,10
Horsmakereel,Pelagische Vis,Oostende,5.0,6.0,2014,10
Haring,Pelagische Vis,Oostende,63.0,164.0,2014,10
Makreel,Pelagische Vis,Oostende,0.0,0.0,2014,10
Sprot,Pelagische Vis,Oostende,0.0,0.0,2014,10
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2014,10
Garnaal,Schaal- en Weekdieren,Oostende,100751.0,273724.0,2014,10
Langoestine geheel,Schaal- en Weekdieren,Oostende,11506.0,84722.0,2014,10
Langoestine staartje,Schaal- en Weekdieren,Oostende,1292.0,10282.0,2014,10
Noordzeekrab,Schaal- en Weekdieren,Oostende,3740.0,4864.0,2014,10
Zeekreeft,Schaal- en Weekdieren,Oostende,195.0,1256.0,2014,10
Andere schaaldieren,Schaal- en Weekdieren,Oostende,14.0,8.0,2014,10
Schelpen,Schaal- en Weekdieren,Oostende,7022.0,27210.0,2014,10
Inktvis,Schaal- en Weekdieren,Oostende,33244.0,107830.0,2014,10
Wulk,Schaal- en Weekdieren,Oostende,3187.0,4742.0,2014,10
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2014,10
Schelvis,Bodemvis,Zeebrugge,17113.0,41026.0,2014,10
Kabeljauw,Bodemvis,Zeebrugge,174464.0,480536.0,2014,10
Koolvis,Bodemvis,Zeebrugge,731.0,1084.0,2014,10
Wijting,Bodemvis,Zeebrugge,3080.0,7026.0,2014,10
Pollak,Bodemvis,Zeebrugge,4732.0,18884.0,2014,10
Leng,Bodemvis,Zeebrugge,2974.0,8608.0,2014,10
Heek,Bodemvis,Zeebrugge,1205.0,3586.0,2014,10
Steenbolk,Bodemvis,Zeebrugge,2743.0,2608.0,2014,10
Schol,Bodemvis,Zeebrugge,818776.0,1143146.0,2014,10
Bot,Bodemvis,Zeebrugge,1764.0,1360.0,2014,10
Schar,Bodemvis,Zeebrugge,25519.0,23946.0,2014,10
Tong,Bodemvis,Zeebrugge,141009.0,1492610.0,2014,10
Tarbot,Bodemvis,Zeebrugge,25863.0,278126.0,2014,10
Griet,Bodemvis,Zeebrugge,16844.0,139720.0,2014,10
Tongschar,Bodemvis,Zeebrugge,102785.0,488356.0,2014,10
Schartong,Bodemvis,Zeebrugge,5088.0,20720.0,2014,10
Heilbot,Bodemvis,Zeebrugge,50.0,554.0,2014,10
Hondstong,Bodemvis,Zeebrugge,568.0,1190.0,2014,10
Rog,Bodemvis,Zeebrugge,66219.0,162486.0,2014,10
Rode poon,Bodemvis,Zeebrugge,29434.0,25842.0,2014,10
Grauwe poon,Bodemvis,Zeebrugge,1783.0,404.0,2014,10
Engelse poon,Bodemvis,Zeebrugge,2457.0,1250.0,2014,10
Zeewolf,Bodemvis,Zeebrugge,10858.0,35888.0,2014,10
Zeeduivel,Bodemvis,Zeebrugge,16521.0,216166.0,2014,10
Kongeraal,Bodemvis,Zeebrugge,517.0,942.0,2014,10
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2014,10
Mul,Bodemvis,Zeebrugge,781.0,1746.0,2014,10
Zeebaars,Bodemvis,Zeebrugge,396.0,3516.0,2014,10
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2014,10
Hondshaai,Bodemvis,Zeebrugge,18291.0,13334.0,2014,10
Zandhaai,Bodemvis,Zeebrugge,270.0,236.0,2014,10
Andere soorten,Bodemvis,Zeebrugge,163.0,230.0,2014,10
Horsmakereel,Pelagische Vis,Zeebrugge,0.0,0.0,2014,10
Haring,Pelagische Vis,Zeebrugge,15.0,20.0,2014,10
Makreel,Pelagische Vis,Zeebrugge,5.0,6.0,2014,10
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2014,10
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2014,10
Garnaal,Schaal- en Weekdieren,Zeebrugge,7027.0,51130.0,2014,10
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,1555.0,10790.0,2014,10
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,217.0,2574.0,2014,10
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,13692.0,15294.0,2014,10
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,112.0,1370.0,2014,10
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,72.0,80.0,2014,10
Schelpen,Schaal- en Weekdieren,Zeebrugge,6493.0,23996.0,2014,10
Inktvis,Schaal- en Weekdieren,Zeebrugge,29169.0,87304.0,2014,10
Wulk,Schaal- en Weekdieren,Zeebrugge,7592.0,5852.0,2014,10
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2014,10
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Kabeljauw,Bodemvis,Nieuwpoort,465.0,1198.0,2014,10
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Wijting,Bodemvis,Nieuwpoort,30.0,48.0,2014,10
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Schol,Bodemvis,Nieuwpoort,175.0,258.0,2014,10
Bot,Bodemvis,Nieuwpoort,1392.0,724.0,2014,10
Schar,Bodemvis,Nieuwpoort,361.0,374.0,2014,10
Tong,Bodemvis,Nieuwpoort,911.0,10088.0,2014,10
Tarbot,Bodemvis,Nieuwpoort,14.0,108.0,2014,10
Griet,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Zeebaars,Bodemvis,Nieuwpoort,28.0,290.0,2014,10
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Hondshaai,Bodemvis,Nieuwpoort,7.0,6.0,2014,10
Zandhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,10
Andere soorten,Bodemvis,Nieuwpoort,89.0,98.0,2014,10
Horsmakereel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,10
Haring,Pelagische Vis,Nieuwpoort,16.0,34.0,2014,10
Makreel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,10
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,10
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,10
Garnaal,Schaal- en Weekdieren,Nieuwpoort,22657.0,74358.0,2014,10
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Inktvis,Schaal- en Weekdieren,Nieuwpoort,68.0,202.0,2014,10
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,10
Schelvis,Bodemvis,Oostende,318.0,706.0,2014,11
Kabeljauw,Bodemvis,Oostende,12820.0,29910.0,2014,11
Koolvis,Bodemvis,Oostende,14.0,20.0,2014,11
Wijting,Bodemvis,Oostende,3765.0,6514.0,2014,11
Pollak,Bodemvis,Oostende,59.0,218.0,2014,11
Leng,Bodemvis,Oostende,59.0,152.0,2014,11
Heek,Bodemvis,Oostende,31.0,104.0,2014,11
