Soort,Familie,Haven,Hoeveelheid in kg,Hoeveelheid in EU,year,month
Steenbolk,Bodemvis,Oostende,8676.0,7092.0,2014,11
Schol,Bodemvis,Oostende,147389.0,209558.0,2014,11
Bot,Bodemvis,Oostende,19680.0,14030.0,2014,11
Schar,Bodemvis,Oostende,6572.0,4242.0,2014,11
Tong,Bodemvis,Oostende,102067.0,1007528.0,2014,11
Tarbot,Bodemvis,Oostende,19433.0,181758.0,2014,11
Griet,Bodemvis,Oostende,13454.0,90916.0,2014,11
Tongschar,Bodemvis,Oostende,11564.0,58264.0,2014,11
Schartong,Bodemvis,Oostende,1484.0,6712.0,2014,11
Heilbot,Bodemvis,Oostende,0.0,0.0,2014,11
Hondstong,Bodemvis,Oostende,271.0,564.0,2014,11
Rog,Bodemvis,Oostende,2589.0,9732.0,2014,11
Rode poon,Bodemvis,Oostende,43086.0,28560.0,2014,11
Grauwe poon,Bodemvis,Oostende,111.0,22.0,2014,11
Engelse poon,Bodemvis,Oostende,5325.0,2540.0,2014,11
Zeewolf,Bodemvis,Oostende,101.0,374.0,2014,11
Zeeduivel,Bodemvis,Oostende,3045.0,26976.0,2014,11
Kongeraal,Bodemvis,Oostende,679.0,1404.0,2014,11
Roodbaars,Bodemvis,Oostende,0.0,0.0,2014,11
Mul,Bodemvis,Oostende,11558.0,39794.0,2014,11
Zeebaars,Bodemvis,Oostende,950.0,7934.0,2014,11
Doornhaai,Bodemvis,Oostende,0.0,0.0,2014,11
Hondshaai,Bodemvis,Oostende,24440.0,12826.0,2014,11
Zandhaai,Bodemvis,Oostende,404.0,334.0,2014,11
Andere soorten,Bodemvis,Oostende,608.0,1196.0,2014,11
Horsmakereel,Pelagische Vis,Oostende,3.0,4.0,2014,11
Haring,Pelagische Vis,Oostende,70.0,114.0,2014,11
Makreel,Pelagische Vis,Oostende,0.0,0.0,2014,11
Sprot,Pelagische Vis,Oostende,0.0,0.0,2014,11
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2014,11
Garnaal,Schaal- en Weekdieren,Oostende,57132.0,159286.0,2014,11
Langoestine geheel,Schaal- en Weekdieren,Oostende,1682.0,10466.0,2014,11
Langoestine staartje,Schaal- en Weekdieren,Oostende,350.0,3080.0,2014,11
Noordzeekrab,Schaal- en Weekdieren,Oostende,2639.0,3716.0,2014,11
Zeekreeft,Schaal- en Weekdieren,Oostende,136.0,1092.0,2014,11
Andere schaaldieren,Schaal- en Weekdieren,Oostende,20.0,6.0,2014,11
Schelpen,Schaal- en Weekdieren,Oostende,14875.0,57590.0,2014,11
Inktvis,Schaal- en Weekdieren,Oostende,84558.0,248692.0,2014,11
Wulk,Schaal- en Weekdieren,Oostende,4795.0,5290.0,2014,11
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2014,11
Schelvis,Bodemvis,Zeebrugge,11275.0,26876.0,2014,11
Kabeljauw,Bodemvis,Zeebrugge,138689.0,324768.0,2014,11
Koolvis,Bodemvis,Zeebrugge,414.0,656.0,2014,11
Wijting,Bodemvis,Zeebrugge,6883.0,12908.0,2014,11
Pollak,Bodemvis,Zeebrugge,3242.0,13280.0,2014,11
Leng,Bodemvis,Zeebrugge,2153.0,5678.0,2014,11
Heek,Bodemvis,Zeebrugge,842.0,2124.0,2014,11
Steenbolk,Bodemvis,Zeebrugge,6598.0,5934.0,2014,11
Schol,Bodemvis,Zeebrugge,662141.0,949602.0,2014,11
Bot,Bodemvis,Zeebrugge,4884.0,3692.0,2014,11
Schar,Bodemvis,Zeebrugge,21974.0,21300.0,2014,11
Tong,Bodemvis,Zeebrugge,157762.0,1603352.0,2014,11
Tarbot,Bodemvis,Zeebrugge,32627.0,323374.0,2014,11
Griet,Bodemvis,Zeebrugge,19241.0,137460.0,2014,11
Tongschar,Bodemvis,Zeebrugge,83827.0,467430.0,2014,11
Schartong,Bodemvis,Zeebrugge,15287.0,60794.0,2014,11
Heilbot,Bodemvis,Zeebrugge,10.0,114.0,2014,11
Hondstong,Bodemvis,Zeebrugge,2380.0,5048.0,2014,11
Rog,Bodemvis,Zeebrugge,9042.0,34334.0,2014,11
Rode poon,Bodemvis,Zeebrugge,50775.0,32206.0,2014,11
Grauwe poon,Bodemvis,Zeebrugge,1930.0,402.0,2014,11
Engelse poon,Bodemvis,Zeebrugge,8427.0,2470.0,2014,11
Zeewolf,Bodemvis,Zeebrugge,5172.0,20946.0,2014,11
Zeeduivel,Bodemvis,Zeebrugge,16974.0,200370.0,2014,11
Kongeraal,Bodemvis,Zeebrugge,786.0,1762.0,2014,11
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2014,11
Mul,Bodemvis,Zeebrugge,5342.0,19796.0,2014,11
Zeebaars,Bodemvis,Zeebrugge,4738.0,41970.0,2014,11
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2014,11
Hondshaai,Bodemvis,Zeebrugge,24143.0,13632.0,2014,11
Zandhaai,Bodemvis,Zeebrugge,905.0,1142.0,2014,11
Andere soorten,Bodemvis,Zeebrugge,197.0,460.0,2014,11
Horsmakereel,Pelagische Vis,Zeebrugge,0.0,0.0,2014,11
Haring,Pelagische Vis,Zeebrugge,9.0,16.0,2014,11
Makreel,Pelagische Vis,Zeebrugge,0.0,0.0,2014,11
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2014,11
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2014,11
Garnaal,Schaal- en Weekdieren,Zeebrugge,8808.0,46438.0,2014,11
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,56.0,306.0,2014,11
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,87.0,566.0,2014,11
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,9441.0,11776.0,2014,11
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,29.0,208.0,2014,11
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,124.0,114.0,2014,11
Schelpen,Schaal- en Weekdieren,Zeebrugge,14360.0,48058.0,2014,11
Inktvis,Schaal- en Weekdieren,Zeebrugge,79350.0,206530.0,2014,11
Wulk,Schaal- en Weekdieren,Zeebrugge,4780.0,3980.0,2014,11
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2014,11
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Kabeljauw,Bodemvis,Nieuwpoort,513.0,1338.0,2014,11
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Wijting,Bodemvis,Nieuwpoort,78.0,84.0,2014,11
Pollak,Bodemvis,Nieuwpoort,1.0,2.0,2014,11
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Schol,Bodemvis,Nieuwpoort,26.0,30.0,2014,11
Bot,Bodemvis,Nieuwpoort,1047.0,588.0,2014,11
Schar,Bodemvis,Nieuwpoort,818.0,770.0,2014,11
Tong,Bodemvis,Nieuwpoort,99.0,1028.0,2014,11
Tarbot,Bodemvis,Nieuwpoort,4.0,30.0,2014,11
Griet,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Zeebaars,Bodemvis,Nieuwpoort,6.0,42.0,2014,11
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Hondshaai,Bodemvis,Nieuwpoort,3.0,2.0,2014,11
Zandhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,11
Andere soorten,Bodemvis,Nieuwpoort,83.0,116.0,2014,11
Horsmakereel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,11
Haring,Pelagische Vis,Nieuwpoort,30.0,56.0,2014,11
Makreel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,11
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,11
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,11
Garnaal,Schaal- en Weekdieren,Nieuwpoort,20038.0,76398.0,2014,11
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Inktvis,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,11
Schelvis,Bodemvis,Oostende,4.0,2.0,2014,12
Kabeljauw,Bodemvis,Oostende,14529.0,36600.0,2014,12
Koolvis,Bodemvis,Oostende,0.0,0.0,2014,12
Wijting,Bodemvis,Oostende,3032.0,4298.0,2014,12
Pollak,Bodemvis,Oostende,187.0,676.0,2014,12
Leng,Bodemvis,Oostende,105.0,280.0,2014,12
Heek,Bodemvis,Oostende,32.0,48.0,2014,12
Steenbolk,Bodemvis,Oostende,9579.0,6542.0,2014,12
Schol,Bodemvis,Oostende,197864.0,284526.0,2014,12
Bot,Bodemvis,Oostende,9625.0,6890.0,2014,12
Schar,Bodemvis,Oostende,5850.0,3548.0,2014,12
Tong,Bodemvis,Oostende,83867.0,841858.0,2014,12
Tarbot,Bodemvis,Oostende,15286.0,186246.0,2014,12
Griet,Bodemvis,Oostende,12420.0,105052.0,2014,12
Tongschar,Bodemvis,Oostende,12823.0,77752.0,2014,12
Schartong,Bodemvis,Oostende,2727.0,9114.0,2014,12
Heilbot,Bodemvis,Oostende,0.0,0.0,2014,12
Hondstong,Bodemvis,Oostende,170.0,270.0,2014,12
Rog,Bodemvis,Oostende,2.0,12.0,2014,12
Rode poon,Bodemvis,Oostende,35629.0,21346.0,2014,12
Grauwe poon,Bodemvis,Oostende,5.0,2.0,2014,12
Engelse poon,Bodemvis,Oostende,2549.0,504.0,2014,12
Zeewolf,Bodemvis,Oostende,0.0,0.0,2014,12
Zeeduivel,Bodemvis,Oostende,3926.0,55684.0,2014,12
Kongeraal,Bodemvis,Oostende,957.0,1720.0,2014,12
Roodbaars,Bodemvis,Oostende,0.0,0.0,2014,12
Mul,Bodemvis,Oostende,666.0,1168.0,2014,12
Zeebaars,Bodemvis,Oostende,862.0,7624.0,2014,12
Doornhaai,Bodemvis,Oostende,0.0,0.0,2014,12
Hondshaai,Bodemvis,Oostende,20096.0,7332.0,2014,12
Zandhaai,Bodemvis,Oostende,0.0,0.0,2014,12
Andere soorten,Bodemvis,Oostende,458.0,800.0,2014,12
Horsmakereel,Pelagische Vis,Oostende,0.0,0.0,2014,12
Haring,Pelagische Vis,Oostende,38.0,92.0,2014,12
Makreel,Pelagische Vis,Oostende,0.0,0.0,2014,12
Sprot,Pelagische Vis,Oostende,0.0,0.0,2014,12
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2014,12
Garnaal,Schaal- en Weekdieren,Oostende,8272.0,34820.0,2014,12
Langoestine geheel,Schaal- en Weekdieren,Oostende,276.0,1936.0,2014,12
Langoestine staartje,Schaal- en Weekdieren,Oostende,120.0,1046.0,2014,12
Noordzeekrab,Schaal- en Weekdieren,Oostende,1592.0,4200.0,2014,12
Zeekreeft,Schaal- en Weekdieren,Oostende,77.0,692.0,2014,12
Andere schaaldieren,Schaal- en Weekdieren,Oostende,29.0,44.0,2014,12
Schelpen,Schaal- en Weekdieren,Oostende,11238.0,54696.0,2014,12
Inktvis,Schaal- en Weekdieren,Oostende,37095.0,79488.0,2014,12
Wulk,Schaal- en Weekdieren,Oostende,6757.0,8072.0,2014,12
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2014,12
Schelvis,Bodemvis,Zeebrugge,10690.0,22844.0,2014,12
Kabeljauw,Bodemvis,Zeebrugge,116782.0,274494.0,2014,12
Koolvis,Bodemvis,Zeebrugge,664.0,986.0,2014,12
Wijting,Bodemvis,Zeebrugge,7468.0,10232.0,2014,12
Pollak,Bodemvis,Zeebrugge,1353.0,5562.0,2014,12
Leng,Bodemvis,Zeebrugge,2169.0,6584.0,2014,12
Heek,Bodemvis,Zeebrugge,436.0,968.0,2014,12
Steenbolk,Bodemvis,Zeebrugge,10660.0,7208.0,2014,12
Schol,Bodemvis,Zeebrugge,601109.0,894682.0,2014,12
Bot,Bodemvis,Zeebrugge,2563.0,2058.0,2014,12
Schar,Bodemvis,Zeebrugge,14842.0,14072.0,2014,12
Tong,Bodemvis,Zeebrugge,136929.0,1522468.0,2014,12
Tarbot,Bodemvis,Zeebrugge,20700.0,291708.0,2014,12
Griet,Bodemvis,Zeebrugge,20103.0,196212.0,2014,12
Tongschar,Bodemvis,Zeebrugge,62489.0,402964.0,2014,12
Schartong,Bodemvis,Zeebrugge,8519.0,34060.0,2014,12
Heilbot,Bodemvis,Zeebrugge,26.0,342.0,2014,12
Hondstong,Bodemvis,Zeebrugge,1265.0,3272.0,2014,12
Rog,Bodemvis,Zeebrugge,0.0,0.0,2014,12
Rode poon,Bodemvis,Zeebrugge,48861.0,43252.0,2014,12
Grauwe poon,Bodemvis,Zeebrugge,1415.0,288.0,2014,12
Engelse poon,Bodemvis,Zeebrugge,5846.0,1770.0,2014,12
Zeewolf,Bodemvis,Zeebrugge,4669.0,17580.0,2014,12
Zeeduivel,Bodemvis,Zeebrugge,15304.0,240380.0,2014,12
Kongeraal,Bodemvis,Zeebrugge,1204.0,1702.0,2014,12
Roodbaars,Bodemvis,Zeebrugge,3.0,6.0,2014,12
Mul,Bodemvis,Zeebrugge,6268.0,30458.0,2014,12
Zeebaars,Bodemvis,Zeebrugge,1630.0,15856.0,2014,12
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2014,12
Hondshaai,Bodemvis,Zeebrugge,15581.0,8742.0,2014,12
Zandhaai,Bodemvis,Zeebrugge,20.0,6.0,2014,12
Andere soorten,Bodemvis,Zeebrugge,280.0,478.0,2014,12
Horsmakereel,Pelagische Vis,Zeebrugge,0.0,0.0,2014,12
Haring,Pelagische Vis,Zeebrugge,966.0,792.0,2014,12
Makreel,Pelagische Vis,Zeebrugge,0.0,0.0,2014,12
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2014,12
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2014,12
Garnaal,Schaal- en Weekdieren,Zeebrugge,3364.0,20476.0,2014,12
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,1918.0,13252.0,2014,12
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,432.0,4170.0,2014,12
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,3884.0,11044.0,2014,12
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,36.0,502.0,2014,12
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,117.0,168.0,2014,12
Schelpen,Schaal- en Weekdieren,Zeebrugge,15892.0,74672.0,2014,12
Inktvis,Schaal- en Weekdieren,Zeebrugge,117054.0,345068.0,2014,12
Wulk,Schaal- en Weekdieren,Zeebrugge,6286.0,5076.0,2014,12
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2014,12
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Kabeljauw,Bodemvis,Nieuwpoort,292.0,956.0,2014,12
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Wijting,Bodemvis,Nieuwpoort,37.0,38.0,2014,12
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Schol,Bodemvis,Nieuwpoort,16.0,18.0,2014,12
Bot,Bodemvis,Nieuwpoort,574.0,282.0,2014,12
Schar,Bodemvis,Nieuwpoort,513.0,542.0,2014,12
Tong,Bodemvis,Nieuwpoort,17.0,166.0,2014,12
Tarbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Griet,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Zeebaars,Bodemvis,Nieuwpoort,1.0,6.0,2014,12
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Hondshaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Zandhaai,Bodemvis,Nieuwpoort,0.0,0.0,2014,12
Andere soorten,Bodemvis,Nieuwpoort,5.0,10.0,2014,12
Horsmakereel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,12
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,12
Makreel,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,12
Sprot,Pelagische Vis,Nieuwpoort,29.0,32.0,2014,12
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2014,12
Garnaal,Schaal- en Weekdieren,Nieuwpoort,3853.0,24492.0,2014,12
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Inktvis,Schaal- en Weekdieren,Nieuwpoort,1.0,2.0,2014,12
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2014,12
Schelvis,Bodemvis,Oostende,1589.0,3276.0,2015,01
Kabeljauw,Bodemvis,Oostende,22758.0,58258.0,2015,01
Koolvis,Bodemvis,Oostende,4.0,8.0,2015,01
Wijting,Bodemvis,Oostende,6298.0,7774.0,2015,01
Pollak,Bodemvis,Oostende,307.0,846.0,2015,01
Leng,Bodemvis,Oostende,504.0,1220.0,2015,01
Heek,Bodemvis,Oostende,94.0,208.0,2015,01
Steenbolk,Bodemvis,Oostende,19037.0,10604.0,2015,01
Schol,Bodemvis,Oostende,250772.0,324068.0,2015,01
Bot,Bodemvis,Oostende,1911.0,1424.0,2015,01
Schar,Bodemvis,Oostende,4235.0,3408.0,2015,01
Tong,Bodemvis,Oostende,79016.0,784734.0,2015,01
Tarbot,Bodemvis,Oostende,12747.0,132508.0,2015,01
Griet,Bodemvis,Oostende,12446.0,86006.0,2015,01
Tongschar,Bodemvis,Oostende,17777.0,109178.0,2015,01
Schartong,Bodemvis,Oostende,5968.0,23900.0,2015,01
Heilbot,Bodemvis,Oostende,0.0,0.0,2015,01
Hondstong,Bodemvis,Oostende,1012.0,2280.0,2015,01
Rog,Bodemvis,Oostende,34581.0,79026.0,2015,01
Rode poon,Bodemvis,Oostende,27872.0,28628.0,2015,01
Grauwe poon,Bodemvis,Oostende,169.0,48.0,2015,01
Engelse poon,Bodemvis,Oostende,2736.0,844.0,2015,01
Zeewolf,Bodemvis,Oostende,0.0,0.0,2015,01
Zeeduivel,Bodemvis,Oostende,5595.0,49624.0,2015,01
Kongeraal,Bodemvis,Oostende,1249.0,1016.0,2015,01
Roodbaars,Bodemvis,Oostende,0.0,0.0,2015,01
Mul,Bodemvis,Oostende,423.0,962.0,2015,01
Zeebaars,Bodemvis,Oostende,925.0,7878.0,2015,01
Doornhaai,Bodemvis,Oostende,0.0,0.0,2015,01
Hondshaai,Bodemvis,Oostende,29339.0,27782.0,2015,01
Zandhaai,Bodemvis,Oostende,54.0,52.0,2015,01
Andere soorten,Bodemvis,Oostende,424.0,482.0,2015,01
Horsmakereel,Pelagische Vis,Oostende,0.0,0.0,2015,01
Haring,Pelagische Vis,Oostende,0.0,0.0,2015,01
Makreel,Pelagische Vis,Oostende,0.0,0.0,2015,01
Sprot,Pelagische Vis,Oostende,0.0,0.0,2015,01
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2015,01
Garnaal,Schaal- en Weekdieren,Oostende,2770.0,18132.0,2015,01
Langoestine geheel,Schaal- en Weekdieren,Oostende,4803.0,33978.0,2015,01
Langoestine staartje,Schaal- en Weekdieren,Oostende,407.0,4220.0,2015,01
Noordzeekrab,Schaal- en Weekdieren,Oostende,1304.0,2592.0,2015,01
Zeekreeft,Schaal- en Weekdieren,Oostende,68.0,516.0,2015,01
Andere schaaldieren,Schaal- en Weekdieren,Oostende,48.0,46.0,2015,01
Schelpen,Schaal- en Weekdieren,Oostende,18547.0,63422.0,2015,01
Inktvis,Schaal- en Weekdieren,Oostende,21263.0,47278.0,2015,01
Wulk,Schaal- en Weekdieren,Oostende,2559.0,3498.0,2015,01
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2015,01
Schelvis,Bodemvis,Zeebrugge,13542.0,30122.0,2015,01
Kabeljauw,Bodemvis,Zeebrugge,40050.0,105050.0,2015,01
Koolvis,Bodemvis,Zeebrugge,42.0,82.0,2015,01
Wijting,Bodemvis,Zeebrugge,27241.0,38568.0,2015,01
Pollak,Bodemvis,Zeebrugge,1827.0,6168.0,2015,01
Leng,Bodemvis,Zeebrugge,3914.0,10046.0,2015,01
Heek,Bodemvis,Zeebrugge,713.0,1524.0,2015,01
Steenbolk,Bodemvis,Zeebrugge,25068.0,20044.0,2015,01
Schol,Bodemvis,Zeebrugge,406368.0,529086.0,2015,01
Bot,Bodemvis,Zeebrugge,616.0,412.0,2015,01
Schar,Bodemvis,Zeebrugge,7122.0,6306.0,2015,01
Tong,Bodemvis,Zeebrugge,133664.0,1403716.0,2015,01
Tarbot,Bodemvis,Zeebrugge,17792.0,189742.0,2015,01
Griet,Bodemvis,Zeebrugge,14439.0,106646.0,2015,01
Tongschar,Bodemvis,Zeebrugge,46357.0,294020.0,2015,01
Schartong,Bodemvis,Zeebrugge,38143.0,172448.0,2015,01
Heilbot,Bodemvis,Zeebrugge,10.0,128.0,2015,01
Hondstong,Bodemvis,Zeebrugge,3637.0,7310.0,2015,01
Rog,Bodemvis,Zeebrugge,75596.0,194504.0,2015,01
Rode poon,Bodemvis,Zeebrugge,54364.0,63056.0,2015,01
Grauwe poon,Bodemvis,Zeebrugge,2042.0,446.0,2015,01
Engelse poon,Bodemvis,Zeebrugge,16956.0,7086.0,2015,01
Zeewolf,Bodemvis,Zeebrugge,39.0,182.0,2015,01
Zeeduivel,Bodemvis,Zeebrugge,29625.0,289460.0,2015,01
Kongeraal,Bodemvis,Zeebrugge,2338.0,2948.0,2015,01
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2015,01
Mul,Bodemvis,Zeebrugge,6269.0,25200.0,2015,01
Zeebaars,Bodemvis,Zeebrugge,4193.0,35254.0,2015,01
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2015,01
Hondshaai,Bodemvis,Zeebrugge,40336.0,41710.0,2015,01
Zandhaai,Bodemvis,Zeebrugge,16.0,16.0,2015,01
Andere soorten,Bodemvis,Zeebrugge,133.0,186.0,2015,01
Horsmakereel,Pelagische Vis,Zeebrugge,1952.0,826.0,2015,01
Haring,Pelagische Vis,Zeebrugge,2907.0,1190.0,2015,01
Makreel,Pelagische Vis,Zeebrugge,0.0,0.0,2015,01
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2015,01
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2015,01
Garnaal,Schaal- en Weekdieren,Zeebrugge,911.0,6872.0,2015,01
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,01
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,01
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,1857.0,5208.0,2015,01
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,21.0,168.0,2015,01
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,120.0,100.0,2015,01
Schelpen,Schaal- en Weekdieren,Zeebrugge,32072.0,106812.0,2015,01
Inktvis,Schaal- en Weekdieren,Zeebrugge,97796.0,303736.0,2015,01
Wulk,Schaal- en Weekdieren,Zeebrugge,3398.0,2618.0,2015,01
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,01
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Kabeljauw,Bodemvis,Nieuwpoort,959.0,1960.0,2015,01
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Wijting,Bodemvis,Nieuwpoort,59.0,54.0,2015,01
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Schol,Bodemvis,Nieuwpoort,60.0,62.0,2015,01
Bot,Bodemvis,Nieuwpoort,274.0,126.0,2015,01
Schar,Bodemvis,Nieuwpoort,894.0,674.0,2015,01
Tong,Bodemvis,Nieuwpoort,3.0,26.0,2015,01
Tarbot,Bodemvis,Nieuwpoort,4.0,36.0,2015,01
Griet,Bodemvis,Nieuwpoort,2.0,16.0,2015,01
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,01
